location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	places_code	places	keywords
119.517114,25.959443	河下街51号	长乐市	福州市	B0FFGT56YB	[]	优衣库(河下街)	福建省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	119.517114	25.959443	350000	福建省	UNIQLO
117.020360,25.085430	西陂街道龙岩大道388号万宝广场1层	新罗区	龙岩市	B0FFFRRP0U	[]	优衣库(万宝广场)	福建省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	117.020360	25.085430	350000	福建省	UNIQLO
119.336261,26.090051	化工路泰禾广场2层	晋安区	福州市	B0FFGNZAK6	[]	优衣库(泰禾广场店)	福建省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	119.336261	26.090051	350000	福建省	UNIQLO
118.139900,24.689200	同集北路与梧侣路交叉口西150米	同安区	厦门市	B0FFHJ3935	[]	优衣库(舜弘现代城店)	福建省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.139900	24.689200	350000	福建省	UNIQLO
118.996785,25.418999	荔华东大道8号万达广场万达百货2层	城厢区	莆田市	B02520NXVH	[]	优衣库(莆田万达广场店)	福建省	0594-2501230	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.996785	25.418999	350000	福建省	UNIQLO
119.279675,26.040073	浦上大道198号爱琴海购物公园1层	仓山区	福州市	B0FFHE9GCP	[]	优衣库(爱琴海购物公园店)	福建省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	119.279675	26.040073	350000	福建省	UNIQLO
118.093288,24.573566	银江路137号万达广场万达百货1层	集美区	厦门市	B02500VFML	[]	优衣库(厦门集美万达广场店)	福建省	0592-7797530	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.093288	24.573566	350000	福建省	UNIQLO
119.462741,25.607446	金山街b107号附近	福清市	福州市	B0FFH581U2	[]	淘宝优衣库	福建省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	119.462741	25.607446	350000	福建省	UNIQLO
119.008586,25.429166	后巷路79号	城厢区	莆田市	B0FFHKWG8Z	[]	优衣裤	福建省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	119.008586	25.429166	350000	福建省	UNIQLO
118.599795,24.882339	宝洲街679号万达广场F1层	丰泽区	泉州市	B02530TE8E	[]	UNI QLO(万达广场)	福建省	0595-28686068	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.599795	24.882339	350000	福建省	UNIQLO
116.349530,25.836981	西外街117附近	长汀县	龙岩市	B0FFH65850	[]	优衣库特价服装行	福建省	[]	购物服务;购物相关场所;购物相关场所	060000	116.349530	25.836981	350000	福建省	UNIQLO
118.128134,24.492923	嘉禾路354之7号	湖里区	厦门市	B0FFF38N2M	[]	优衣裤服装批发	福建省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	118.128134	24.492923	350000	福建省	UNIQLO
110.349100,20.016130	国兴大道海航日月广场狮子座一楼	琼山区	海口市	B0FFHR9F24	[]	优衣库(海航日月广场店)	海南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	110.349100	20.016130	460000	海南省	UNIQLO
110.319808,20.027546	玉沙路21-8号玉沙京华城1层	龙华区	海口市	B0FFG677VH	[]	优衣库(海口玉沙京华城店)	海南省	0898-68577300	购物服务;服装鞋帽皮具店;品牌服装店	061101	110.319808	20.027546	460000	海南省	UNIQLO
110.278250,19.980014	海榆中线29号万达广场F1层	秀英区	海口市	B0FFHJWW2Z	[]	优衣库(万达广场)	海南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	110.278250	19.980014	460000	海南省	UNIQLO
112.840222,35.499257	新市西街1366号兰花城1楼	城区	晋城市	B0FFI65N2A	[]	优衣库	山西省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	112.840222	35.499257	140000	山西省	UNIQLO
111.486701,36.051297	尧都大道西50米	尧都区	临汾市	B0FFG76ENX	[]	优衣库	山西省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	111.486701	36.051297	140000	山西省	UNIQLO
113.302135,40.071410	永泰南路西50米	城区	大同市	B0FFIA7KWO	[]	优衣库	山西省	[]	购物服务;购物相关场所;购物相关场所	060000	113.302135	40.071410	140000	山西省	UNIQLO
112.561500,37.885517	杏花岭解放北路与北大街交汇处太原万达广场1层	杏花岭区	太原市	B0FFGDXXLI	[]	优衣库(万达广场店)	山西省	0351-3107627	购物服务;服装鞋帽皮具店;品牌服装店	061101	112.561500	37.885517	140000	山西省	UNIQLO
112.560667,37.864928	解放路26号Fbc主题商场1-2层	迎泽区	太原市	B015F15D0T	[]	优衣库(柳巷店)	山西省	0351-4167821	购物服务;服装鞋帽皮具店;品牌服装店	061101	112.560667	37.864928	140000	山西省	UNIQLO
112.569593,37.789392	体育路晋阳街口北美N1一层	小店区	太原市	B0FFHKDSMV	[]	优衣库(北美新天地店)	山西省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	112.569593	37.789392	140000	山西省	UNIQLO
111.003696,35.024787	河东路32号	盐湖区	运城市	B0FFHHP8I1	[]	优衣库(河东路店)	山西省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	111.003696	35.024787	140000	山西省	UNIQLO
112.738885,37.718947	龙湖大街与新建北路交汇处晋中万达广场	榆次区	晋中市	B0FFI9ZW0W	[]	优衣库(晋中万达店)	山西省	0354-3999066	购物服务;服装鞋帽皮具店;品牌服装店	061101	112.738885	37.718947	140000	山西省	UNIQLO
121.552047,25.041275	106台湾台北市大安區忠孝東路四段200號	台湾省	台湾省	B0FFGNRF48	[]	优衣库	台湾省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.552047	25.041275	710000	台湾省	UNIQLO
121.520683,25.052744	104台湾台北市中山區南京西路15號B1樓	台湾省	台湾省	B0FFGL2JEU	[]	优衣库	台湾省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.520683	25.052744	710000	台湾省	UNIQLO
121.544177,25.046140	105台湾台北市松山區復興南路一段39號4樓	台湾省	台湾省	B0FFGL3AG3	[]	优衣库	台湾省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.544177	25.046140	710000	台湾省	UNIQLO
121.524536,25.104744	111台湾台北市士林區中山北路六段77號4樓	台湾省	台湾省	B0FFGL2L7H	[]	优衣库	台湾省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.524536	25.104744	710000	台湾省	UNIQLO
120.687691,24.136289	401台湾台中市東區復興路四段186號3樓	台湾省	台湾省	B0FFGTAKN5	[]	优衣库	台湾省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	120.687691	24.136289	710000	台湾省	UNIQLO
120.303073,22.670034	813台湾高雄市左營區博愛二路777號4樓	台湾省	台湾省	B0FFHKOPVE	[]	优衣库	台湾省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	120.303073	22.670034	710000	台湾省	UNIQLO
120.309767,22.688198	813台湾高雄市左營區高鐵路115號2樓	台湾省	台湾省	B0FFGL4ZLF	[]	优衣库(新光三越左營店)	台湾省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	120.309767	22.688198	710000	台湾省	UNIQLO
120.974776,24.809408	300台湾新竹市東區中央路229號B1樓	台湾省	台湾省	B0FFHKPLBM	[]	优衣库(東區中央路店)	台湾省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	120.974776	24.809408	710000	台湾省	UNIQLO
121.507173,25.043586	萬華區漢中街52號	[]	[]	B0FFFURDMU	[]	Uniqlo	[]	02-23314828	购物服务;专卖店;专营店	061200	121.507173	25.043586	710000	台湾省	UNIQLO
121.514946,25.045624	館前路12	[]	[]	B0FFFURL8P	[]	Uniqlo	[]	02-23315806	购物服务;专卖店;专营店	061200	121.514946	25.045624	710000	台湾省	UNIQLO
121.520935,25.052665	中山區南京西路15號b1樓	[]	[]	B0FFFUREXG	[]	Uniqlo	[]	02-25222801	购物服务;专卖店;专营店	061200	121.520935	25.052665	710000	台湾省	UNIQLO
121.544062,25.046123	松山區復興南路一段39號4樓	[]	[]	B0FFFURMOM	[]	Uniqlo	[]	02-87727028	购物服务;专卖店;专营店	061200	121.544062	25.046123	710000	台湾省	UNIQLO
121.552034,25.041315	大安區忠孝東路四段200號	[]	[]	B0FFFURIB1	[]	Uniqlo	[]	02-27783308	购物服务;专卖店;专营店	061200	121.552034	25.041315	710000	台湾省	UNIQLO
121.480432,25.080414	蘆洲區中山一路8號2樓	[]	[]	B0FFFURFWB	[]	Uniqlo	[]	02-82820728	购物服务;专卖店;专营店	061200	121.480432	25.080414	710000	台湾省	UNIQLO
121.475075,25.006176	中和區中山路三段122號2樓	[]	[]	B0FFFURD6F	[]	Uniqlo	[]	02-32347604	购物服务;专卖店;专营店	061200	121.475075	25.006176	710000	台湾省	UNIQLO
121.565394,25.040993	信義區忠孝東路五段8號b1樓	[]	[]	B0FFFURU26	[]	Uniqlo	[]	02-27220357	购物服务;专卖店;专营店	061200	121.565394	25.040993	710000	台湾省	UNIQLO
121.556223,25.081327	中山區敬業三路20號4樓	[]	[]	B0FFFURDTW	[]	Uniqlo	[]	02-85026150	购物服务;专卖店;专营店	061200	121.556223	25.081327	710000	台湾省	UNIQLO
121.524657,25.104675	士林區中山北路六段77號4樓	[]	[]	B0FFFURNL6	[]	Uniqlo	[]	02-28340237	购物服务;专卖店;专营店	061200	121.524657	25.104675	710000	台湾省	UNIQLO
121.313314,24.989905	桃園市中正路20號b1樓	[]	[]	B0FFFURKGW	[]	Uniqlo	[]	03-3341247	购物服务;专卖店;专营店	061200	121.313314	24.989905	710000	台湾省	UNIQLO
121.287924,25.051929	蘆竹鄉南崁路一段112號b2樓	[]	[]	B0FFFURHNN	[]	Uniqlo	[]	03-2124053	购物服务;专卖店;专营店	061200	121.287924	25.051929	710000	台湾省	UNIQLO
121.223553,24.962359	中壢市元化路357號6樓	[]	[]	B0FFFURHQ6	[]	Uniqlo	[]	03-4268279	购物服务;专卖店;专营店	061200	121.223553	24.962359	710000	台湾省	UNIQLO
120.81735,24.574213	苗栗縣苗栗市國華路599號	[]	[]	B0FFFURGG8	[]	Uniqlo	[]	037-371757	购物服务;专卖店;专营店	061200	120.81735	24.574213	710000	台湾省	UNIQLO
120.720651,24.250633	臺中市豐原區復興路2號	[]	[]	B0FFFURIQN	[]	Uniqlo	[]	04-25201840	购物服务;专卖店;专营店	061200	120.720651	24.250633	710000	台湾省	UNIQLO
121.600149,23.978105	花蓮縣花蓮市和平路581號b1樓	[]	[]	B0FFFURD9T	[]	Uniqlo	[]	03-8316702	购物服务;专卖店;专营店	061200	121.600149	23.978105	710000	台湾省	UNIQLO
120.684909,24.152008	北區三民路三段161號b1樓	[]	[]	B0FFFURRM4	[]	Uniqlo	[]	04-22200657	购物服务;专卖店;专营店	061200	120.684909	24.152008	710000	台湾省	UNIQLO
120.66384,24.150971	西區公益路68號b2樓	[]	[]	B0FFFURNI9	[]	Uniqlo	[]	04-23266793	购物服务;专卖店;专营店	061200	120.66384	24.150971	710000	台湾省	UNIQLO
120.687635,24.13635	東區復興路四段186號3樓	[]	[]	B0FFFURKLZ	[]	Uniqlo	[]	04-22201985	购物服务;专卖店;专营店	061200	120.687635	24.13635	710000	台湾省	UNIQLO
120.643847,24.165466	西屯區臺中港路二段111號11樓	[]	[]	B0FFFURK7N	[]	Uniqlo	[]	04-22511849	购物服务;专卖店;专营店	061200	120.643847	24.165466	710000	台湾省	UNIQLO
120.529886,23.701889	雲林縣鬥六市雲林路二段297號	[]	[]	B0FFFURL26	[]	Uniqlo	[]	05-5334319	购物服务;专卖店;专营店	061200	120.529886	23.701889	710000	台湾省	UNIQLO
120.452246,23.496685	東區忠孝路600號2樓	[]	[]	B0FFFURMYM	[]	Uniqlo	[]	05-2774003	购物服务;专卖店;专营店	061200	120.452246	23.496685	710000	台湾省	UNIQLO
120.19772,22.986808	中西區西門路一段658號5樓	[]	[]	B0FFFURRSK	[]	Uniqlo	[]	06-3031008	购物服务;专卖店;专营店	061200	120.19772	22.986808	710000	台湾省	UNIQLO
120.209872,22.995566	中西區中山路162號7樓	[]	[]	B0FFFURJ8M	[]	Uniqlo	[]	06-2223141	购物服务;专卖店;专营店	061200	120.209872	22.995566	710000	台湾省	UNIQLO
120.309915,22.688222	高雄市左營區高鐵路115號2樓	[]	[]	B0FFFURJBF	[]	Uniqlo	[]	07-3418267	购物服务;专卖店;专营店	061200	120.309915	22.688222	710000	台湾省	UNIQLO
120.493254,22.673308	屏東市仁愛路90號	[]	[]	B0FFFURFLJ	[]	Uniqlo	[]	08-7320421	购物服务;专卖店;专营店	061200	120.493254	22.673308	710000	台湾省	UNIQLO
120.295853,22.619297	前金區成功一路266之1號b2樓	[]	[]	B0FFFURSCK	[]	Uniqlo	[]	07-2153787	购物服务;专卖店;专营店	061200	120.295853	22.619297	710000	台湾省	UNIQLO
120.303246,22.670108	左營區博愛二路777號4樓	[]	[]	B0FFFURHRP	[]	Uniqlo	[]	07-5224706	购物服务;专卖店;专营店	061200	120.303246	22.670108	710000	台湾省	UNIQLO
121.74469,25.130759	基隆市中正區信一路177號	[]	[]	B0FFFUW792	[]	UNIQLO(基隆信一店)	[]	02-24263955	购物服务;专卖店;珠宝首饰工艺品	061202	121.74469	25.130759	710000	台湾省	UNIQLO
121.548289,25.052006	臺北市松山區南京東路三段337號B1樓	[]	[]	B0FFFUW7UB	[]	UNIQLO(MOMO百貨京東店)	[]	02-27176230	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	121.548289	25.052006	710000	台湾省	UNIQLO
121.444882,25.169186	新北市淡水區中山路8號2樓	[]	[]	B0FFFUW7LC	[]	UNIQLO(淡水名統百貨店)	[]	02-26296467	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	121.444882	25.169186	710000	台湾省	UNIQLO
106.923454,27.678357	万里路与子尹路交叉口东北100米	红花岗区	遵义市	B0FFIJ7E1X	[]	优衣库	贵州省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.923454	27.678357	520000	贵州省	UNIQLO
107.902074,26.898701	兴隆路65号	黄平县	黔东南苗族侗族自治州	B0FFHOYT2L	[]	优衣库	贵州省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	107.902074	26.898701	520000	贵州省	UNIQLO
106.720666,26.604222	贵乌北路199号中大国际广场中大国际购物中心1层	云岩区	贵阳市	B0FFG2NRT8	[]	优衣库(中大国际购物中心店)	贵州省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.720666	26.604222	520000	贵州省	UNIQLO
106.919320,27.673288	万里路星力城A栋1F	红花岗区	遵义市	B0FFH1UCE4	[]	优衣库(星力城店)	贵州省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.919320	27.673288	520000	贵州省	UNIQLO
106.712644,26.576830	中南社区服务中心中华南路中山东路交界智诚百货1楼	南明区	贵阳市	B0FFHNY30U	[]	优衣库(智诚百货店)	贵州省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.712644	26.576830	520000	贵州省	UNIQLO
106.706966,26.556483	解放路100号鸿通城购物中心F1层	南明区	贵阳市	B0FFFGM53R	[]	优衣库(贵阳鸿通城购物中心店)	贵州省	0851-88630667	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.706966	26.556483	520000	贵州省	UNIQLO
106.625343,26.599141	世纪城社区服务中心北京西路1号世纪金源购物中心1F	观山湖区	贵阳市	B0FFHPNWB6	[]	优衣库(世纪金源店)	贵州省	0851-84856637	购物服务;购物相关场所;购物相关场所	060000	106.625343	26.599141	520000	贵州省	UNIQLO
106.720160,26.575702	文昌南路33号亨特城市广场1层	南明区	贵阳市	B0FFFQZHG9	[]	UNIQLO(亨特CityMall)	贵州省	0851-85636228	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.720160	26.575702	520000	贵州省	UNIQLO
106.706866,26.575528	瑞金南路久远大厦东	南明区	贵阳市	B0FFH45UZC	[]	外单概念量贩优衣库	贵州省	[]	购物服务;专卖店;专营店	061200	106.706866	26.575528	520000	贵州省	UNIQLO
106.942867,27.714188	大连路496号附近	汇川区	遵义市	B0FFG9OMB3	[]	优衣库吸氧中心	贵州省	[]	医疗保健服务;医药保健销售店;医疗保健用品	090602	106.942867	27.714188	520000	贵州省	UNIQLO
109.442381,24.329620	东环大道与文兴路交汇处万达广场1层	城中区	柳州市	B0FFGF2U7T	[]	优衣库(城中万达店)	广西壮族自治区	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	109.442381	24.329620	450000	广西壮族自治区	UNIQLO
108.370637,22.830652	东葛路118号万达广场2层(近滨湖路)	青秀区	南宁市	B0FFFQ142G	[]	优衣库(青秀万达店)	广西壮族自治区	0771-5782829	购物服务;服装鞋帽皮具店;品牌服装店	061101	108.370637	22.830652	450000	广西壮族自治区	UNIQLO
108.292499,22.869478	安阳路与高新大道交叉口西南150米南宁安吉万达广场	西乡塘区	南宁市	B0FFGEUJAN	[]	优衣库(安吉万达店)	广西壮族自治区	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	108.292499	22.869478	450000	广西壮族自治区	UNIQLO
108.320116,22.818258	朝阳路39-41号南宁百货大楼北楼1-2层	兴宁区	南宁市	B0FFH1D4NU	[]	优衣库(南宁百货大楼店)	广西壮族自治区	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	108.320116	22.818258	450000	广西壮族自治区	UNIQLO
109.410774,24.304725	鱼峰路17号银泰城1层	鱼峰区	柳州市	B0FFFV5GXJ	[]	优衣库(柳州银泰城店)	广西壮族自治区	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	109.410774	24.304725	450000	广西壮族自治区	UNIQLO
108.351617,21.763100	防东路87号仟仟万家购物中心2层	防城区	防城港市	B0FFG29KIV	[]	优衣库(仟仟万家购物中心)	广西壮族自治区	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	108.351617	21.763100	450000	广西壮族自治区	UNIQLO
108.392532,22.811139	民族大道136号万象城F3层395号	青秀区	南宁市	B0FFGPMKWW	[]	UNIQLO(万象城)	广西壮族自治区	0771-5711361	购物服务;服装鞋帽皮具店;品牌服装店	061101	108.392532	22.811139	450000	广西壮族自治区	UNIQLO
100.177351,38.963388	213省道北50米凯路商场	甘州区	张掖市	B0FFGERV3G	[]	优衣库	甘肃省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	100.177351	38.963388	620000	甘肃省	UNIQLO
103.864498,36.063337	万达百货1层	城关区	兰州市	B0FFFEYLNU	[]	优衣库(兰州城关万达广场店)	甘肃省	0931-6117168	购物服务;服装鞋帽皮具店;品牌服装店	061101	103.864498	36.063337	620000	甘肃省	UNIQLO
113.717973,34.784484	CityOn熙地港郑州购物中心	金水区	郑州市	B0FFHS29JM	[]	优衣库	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.717973	34.784484	410000	河南省	UNIQLO
113.598607,33.437508	人民路与北大街交叉口西100米	舞阳县	漯河市	B0FFG6IDMZ	[]	优衣库	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.598607	33.437508	410000	河南省	UNIQLO
112.093341,32.686821	新华中路129号附近	邓州市	南阳市	B0FFGRXA0Q	[]	优衣库	河南省	[]	购物服务;购物相关场所;购物相关场所	060000	112.093341	32.686821	410000	河南省	UNIQLO
114.889303,33.749705	商业街	淮阳县	周口市	B0FFFWGBHY	[]	优衣库	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	114.889303	33.749705	410000	河南省	UNIQLO
113.225268,33.970990	龙山街道老汽车站向西50米路北	郏县	平顶山市	B0FFFT9Y3P	[]	优衣库	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.225268	33.970990	410000	河南省	UNIQLO
113.828896,34.374224	炎黄大道南100米	新郑市	郑州市	B0FFI4TF1H	[]	优衣库	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.828896	34.374224	410000	河南省	UNIQLO
113.643175,34.717747	大学南路8号万达广场万达百货1层	二七区	郑州市	B0FFFQ7FSE	[]	优衣库(二七万达店)	河南省	0371-55023750	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.643175	34.717747	410000	河南省	UNIQLO
113.679445,34.784353	花园路39号郑州国贸中心360广场F1层	金水区	郑州市	B0FFGPML9D	[]	优衣库(国贸360广场店)	河南省	0371-87097238	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.679445	34.784353	410000	河南省	UNIQLO
113.602261,34.746981	中原中路171号万达百货1层、2层	中原区	郑州市	B0FFI55ZGN	[]	优衣库(万达广场)	河南省	0371-60131158	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.602261	34.746981	410000	河南省	UNIQLO
113.665237,34.758067	二七路与西太康路交叉口西北丹尼斯·大卫城F2层	金水区	郑州市	B0FFHXPT52	[]	优衣库(丹尼斯·大卫城)	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.665237	34.758067	410000	河南省	UNIQLO
114.322391,34.808158	黄河大街北段	龙亭区	开封市	B0FFHCUW5L	[]	优衣库(星光天地店)	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.322391	34.808158	410000	河南省	UNIQLO
113.852041,34.026089	智慧大道新田360广场1楼	魏都区	许昌市	B0FFHRFSFE	[]	优衣库(新田360广场店)	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.852041	34.026089	410000	河南省	UNIQLO
113.610931,34.761810	棉纺路(桐柏路口)锦艺城购物中心1F层B1-01/02/29/30/31/32	中原区	郑州市	B0FFF2UYQJ	[]	优衣库(郑州锦艺城店)	河南省	0371-86536778	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.610931	34.761810	410000	河南省	UNIQLO
112.449470,34.674589	中州中路245号建业·凯旋广场	西工区	洛阳市	B0FFFDDIRR	[]	优衣库(建业凯旋广场店)	河南省	0379-60606066	购物服务;服装鞋帽皮具店;品牌服装店	061101	112.449470	34.674589	410000	河南省	UNIQLO
113.636828,34.868169	文化路开元路交汇处向北200米惠济万达广场	惠济区	郑州市	B0FFHECL8M	[]	优衣库(惠济万达广场店)	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.636828	34.868169	410000	河南省	UNIQLO
113.852475,34.028288	孔场街亨源通世纪广场内	魏都区	许昌市	B0FFH6KZSB	[]	优衣库(新田360广场店)	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.852475	34.028288	410000	河南省	UNIQLO
113.238411,35.204633	丰收路与民主南路交叉口焦作万达广场	解放区	焦作市	B0FFI60TYR	[]	优衣库(焦作万达广场)	河南省	0391-3795099	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.238411	35.204633	410000	河南省	UNIQLO
113.329456,33.734088	万达广场	卫东区	平顶山市	B0FFIMZ86L	[]	优衣库(万达广场)	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.329456	33.734088	410000	河南省	UNIQLO
113.906613,35.316276	学院街119号万达广场	牧野区	新乡市	B0FFIN64KA	[]	优衣库(万达广场)	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.906613	35.316276	410000	河南省	UNIQLO
113.086635,34.013783	238省道南50米	郏县	平顶山市	B0FFHDRHUJ	[]	优衣库女主角	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.086635	34.013783	410000	河南省	UNIQLO
114.348297,36.101557	大院街82号附近	文峰区	安阳市	B0FFIAZ86T	[]	优衣库潮牌男装	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	114.348297	36.101557	410000	河南省	UNIQLO
114.389708,34.055029	城隍庙街176号附近	扶沟县	周口市	B0FFH5K8ZA	[]	优衣酷	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	114.389708	34.055029	410000	河南省	UNIQLO
112.523627,32.995698	新华西路与工业南路交汇处新华城市广场4F层	卧龙区	南阳市	B0FFG4Z3L9	[]	优衣酷(新华城市广场)	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	112.523627	32.995698	410000	河南省	UNIQLO
114.638439,32.954535	西塔寺街170号附近	平舆县	驻马店市	B0FFHDR70F	[]	优衣酷时尚男装	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	114.638439	32.954535	410000	河南省	UNIQLO
114.359211,33.004552	二龙里小桃园北	汝南县	驻马店市	B0FFFVVVPM	[]	衣库	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	114.359211	33.004552	410000	河南省	UNIQLO
115.504975,34.116900	003乡道与033县道交叉口南100米	柘城县	商丘市	B0FFHXJTUO	[]	沐沐家优衣库	河南省	[]	购物服务;专卖店;专营店	061200	115.504975	34.116900	410000	河南省	UNIQLO
115.110996,35.885791	城关镇幸福大道忆洲西门	清丰县	濮阳市	B0FFHJ5Q2P	[]	优衣库专卖店	河南省	[]	购物服务;购物相关场所;购物相关场所	060000	115.110996	35.885791	410000	河南省	UNIQLO
114.365005,36.091106	东风路南段129号	文峰区	安阳市	B01740O4GU	[]	男人衣族优衣库	河南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	114.365005	36.091106	410000	河南省	UNIQLO
113.682529,34.753824	紫荆山路57-1号新世界百货郑州店1层	管城回族区	郑州市	B017316RLL	[]	优衣库(新世界店)(装修中)	河南省	0371-86621858	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.682529	34.753824	410000	河南省	UNIQLO
115.049630,33.903212	206省道西150米莉莉佳人名妆广场	淮阳县	周口市	B0FFG9E1B6	[]	优衣酷服装商城	河南省	[]	购物服务;专卖店;专营店	061200	115.049630	33.903212	410000	河南省	UNIQLO
114.533051,35.552784	新区管委会新区华通世纪城A2号楼31号	滑县	安阳市	B0FFI6WKDD	[]	车库优衣坊	河南省	[]	购物服务;购物相关场所;购物相关场所	060000	114.533051	35.552784	410000	河南省	UNIQLO
115.018768,35.752495	昆吾南路162号附近	华龙区	濮阳市	B0FFI72IGK	[]	优艺库绘画中心	河南省	[]	科教文化服务;培训机构;培训机构	141400	115.018768	35.752495	410000	河南省	UNIQLO
118.165847,39.632997	爱琴海购物公园1楼	路北区	唐山市	B0FFH1N6JK	[]	优衣库	河北省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.165847	39.632997	130000	河北省	UNIQLO
114.921237,37.619571	石坊路与西关街交叉口西150米	宁晋县	邢台市	B0FFFWFIM3	[]	优衣库	河北省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.921237	37.619571	130000	河北省	UNIQLO
114.948356,36.784184	文昌街与育才路交叉口西100米	曲周县	邯郸市	B0FFI8K2KG	[]	优衣库	河北省	[]	购物服务;购物相关场所;购物相关场所	060000	114.948356	36.784184	130000	河北省	UNIQLO
116.395772,39.112325	霸州镇建设道中心市场西街	霸州市	廊坊市	B0FFGZYU4I	[]	优衣库	河北省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	116.395772	39.112325	130000	河北省	UNIQLO
116.707376,39.522577	新华路50号万达广场1层	广阳区	廊坊市	B013C14XE1	[]	优衣库(廊坊万达广场店)	河北省	0316-5266718	购物服务;服装鞋帽皮具店;品牌服装店	061101	116.707376	39.522577	130000	河北省	UNIQLO
115.470044,38.876260	朝阳北大街99号万博广场1-2层	竞秀区	保定市	B0FFFR09AE	[]	优衣库(保定万博广场店)	河北省	0312-6095422	购物服务;服装鞋帽皮具店;品牌服装店	061101	115.470044	38.876260	130000	河北省	UNIQLO
